Ap,Bp,Cp,Rp,Irradiance,Scintillation Index,Simulated Optical Channel State,Al,Cl,Rl,Source Initial Position,Wp,Wl,Attenuation Factor,G1,G2,G3,G4
0.701070876,1.421114123,0.705150221,-1.451689014,-0.513518536,-1.61921618,0.235158665,-1.706104359,-1.412803404,-1.537971429,0.406049723,0.675629128,-0.223737468,1.484160108,0.809607735,0.600035833,0.600035833,2.169618535
-0.714947859,-0.709065936,-0.000493951,0.700656797,-0.166710583,1.666907098,-1.060608208,0.890896172,0.705342629,1.023663455,-1.427407786,-1.219600649,1.225319224,0.711477531,0.985642671,0.840513166,0.840513166,2.20194354
0.701070876,0.711054104,-0.706138123,-1.532067074,1.220521228,-1.703475752,1.300566746,0.093772618,-0.706754726,-1.196420112,1.560448895,0.721766127,-1.162672033,1.484160108,0.842952745,0.838640424,0.838640424,1.215530268
-1.422957227,-0.709065936,-0.706138123,1.67962034,1.220521228,1.582647527,0.350337629,1.499985793,-0.000706049,-0.854868794,-0.069291113,1.642656545,0.108479847,1.05489201,0.842932306,0.838636604,0.838636604,1.215645954
0.701070876,-1.419125955,1.410794393,-0.322961224,0.873713275,0.403013529,-1.463735302,0.101971221,0.705342629,1.279826943,0.338143889,0.491446973,-0.099394766,1.398306488,1.08001582,1.07850126,1.07850126,1.645560601
-1.422957227,0.711054104,0.705150221,-0.479251895,0.18009737,-0.608101326,0.263953478,-0.811376459,-1.412803404,-0.000990499,1.017202226,1.0419652,-0.093761642,-0.147058665,1.15864366,1.07582175,1.07582175,2.251344049
1.409080243,-1.419125955,-0.706138123,-0.304068945,-0.860326488,0.4872731,-1.521324928,1.466800967,0.705342629,-0.769480964,-0.069291113,0.731496012,-0.42526268,1.655867347,0.799343032,0.421902309,0.421902309,2.901946383
-1.422957227,0.000994084,-0.000493951,-1.258987769,-1.553942394,-1.450697038,0.811054925,0.078119062,-1.412803404,0.767499966,1.220919727,-0.307738258,-0.491320281,-1.26315572,0.993101092,-0.142715521,-0.142715521,5.038499053
1.409080243,0.000994084,-0.706138123,-1.262422729,-1.553942394,-1.450697038,0.753465299,0.520172258,-0.000706049,1.535990432,1.628354729,0.294738505,0.131986278,1.398306488,0.99310925,-0.142994518,-0.142994518,5.030739291
-0.714947859,0.711054104,-0.000493951,0.156215669,0.18009737,0.655792243,-0.830249416,0.737283183,0.705342629,-0.684093135,0.134426388,-0.79576344,0.29165344,1.312452869,1.158985092,1.076104344,1.076104344,2.25117329
-1.422957227,-1.419125955,-0.706138123,-0.21819495,0.873713275,-0.608101326,1.329361559,-0.037804377,-0.706754726,1.706766091,-0.001385279,0.894402933,-0.964254581,0.88318477,1.079997254,1.078416587,1.078416587,1.645785503
-1.422957227,-1.419125955,-0.000493951,-1.434342467,-1.207134441,-1.61921618,1.156592681,0.624447613,0.705342629,-1.708747088,-0.612537782,-1.158661468,0.929939932,-0.490473144,0.911887184,0.222328026,0.222328026,4.915324959
-0.714947859,-0.709065936,0.705150221,1.490697551,1.567329181,1.414128384,0.292748003,0.969836255,-0.000706049,-0.086378328,-1.155784451,-1.079785704,-1.4010022,0.539770292,0.883540615,0.867458853,0.867458853,1.209267663
0.701070876,-0.709065936,-1.411782294,1.748319536,1.567329181,0.992830528,1.41574571,1.584905542,-0.706754726,0.938275625,-0.680443616,-0.818171409,-0.730668374,-1.520716579,0.883288027,0.867286004,0.867286004,1.209159741
-0.714947859,1.421114123,1.410794393,-0.621802726,-1.207134441,-0.608101326,-0.311942782,-1.578085232,-0.000706049,0.682112137,-0.340914447,-2.971414259,1.01734982,-1.26315572,0.912088573,0.22298627,0.22298627,4.912958847
1.409080243,0.000994084,0.705150221,2.72728308,-1.207134441,1.666907098,1.617309401,0.674759276,-0.706754726,-1.196420112,-1.69903112,1.449142769,-0.69967141,0.024648574,0.911735286,0.221807852,0.221807852,4.916990152
-1.422957227,-0.709065936,-0.706138123,-0.185562832,-0.166710583,0.908570957,-1.722888619,0.660718301,-0.000706049,1.194439114,0.609767224,0.326328362,0.274361861,1.484160108,0.98574318,0.8405549,0.8405549,2.201727531
0.701070876,0.000994084,1.410794393,-0.999648304,-0.513518536,-1.113658753,0.004800161,-0.217161745,-0.000706049,-1.367195771,0.745578891,-0.763129218,1.507630919,-0.748034002,0.810029255,0.600581695,0.600581695,2.171975522
1.409080243,-0.709065936,1.410794393,-0.22162991,-1.207134441,-0.186803469,-0.167968717,1.227495224,-1.412803404,-1.025644453,0.881390558,1.38047238,0.780465112,-1.091448481,0.912052919,0.222871532,0.222871532,4.91338636
-1.422957227,-1.419125955,-0.706138123,0.322811219,1.567329181,1.498387955,-1.434940777,-0.988255811,-1.412803404,-0.342541817,0.202332222,-1.72798799,2.902489232,1.312452869,0.883731764,0.867588238,0.867588238,1.209336827
0.701070876,0.000994084,-0.706138123,0.717831596,-0.513518536,0.234494387,1.156592681,1.715434704,0.705342629,0.767499966,1.560448895,-0.104800214,0.53657639,1.484160108,0.809607735,0.600035833,0.600035833,2.169618535
1.409080243,-0.709065936,-0.706138123,-0.480969375,0.18009737,-0.355322612,-0.542301286,0.45575177,0.705342629,0.16978516,1.017202226,-0.245208375,-1.091850801,1.398306488,1.159011053,1.076126007,1.076126007,2.251157403
-1.422957227,1.421114123,1.410794393,-0.367615701,0.18009737,-0.355322612,-0.167968717,0.644166563,-1.412803404,1.365214773,0.745578891,0.320292826,-0.249771332,-0.061205045,1.158658758,1.075834143,1.075834143,2.251339626
0.701070876,-0.709065936,-1.411782294,-1.288184928,1.567329181,-1.450697038,0.292748291,0.9360225,-1.412803404,-0.000990499,-1.019972784,0.313889798,0.108721766,-0.232912285,0.883400114,0.867362979,0.867362979,1.209210099
0.701070876,0.711054104,-0.000493951,0.666307199,1.567329181,0.318753958,0.839849738,1.591576654,-0.000706049,1.706766091,-0.816255283,-0.874031458,-0.25756417,-0.061205045,0.883426775,0.867381225,0.867381225,1.209221494
1.409080243,0.711054104,0.705150221,1.576571546,0.526905323,1.582647527,0.206363564,0.708773985,-0.000706049,-1.708747088,0.609767224,-0.031984899,-0.467209465,-1.34900934,1.113841077,1.079813813,1.079813813,1.884351811
1.409080243,0.711054104,-0.706138123,-0.444902297,0.873713275,-0.523841754,0.0911846,0.26592272,-0.000706049,1.450602602,0.134426388,-0.167978344,1.176384127,1.398306488,1.08001582,1.07850126,1.07850126,1.645560601
-1.422957227,-1.419125955,1.410794393,1.353299159,0.873713275,1.245609242,0.350337629,-0.749346264,-0.706754726,-1.025644453,1.085108059,0.631460675,-0.301734344,0.625623912,1.079989114,1.078379673,1.078379673,1.645882761
-0.714947859,-1.419125955,-0.706138123,0.786530792,0.526905323,0.403013529,0.897439364,-0.135416512,-1.412803404,-0.940256623,0.949296392,1.101044279,0.649597847,0.110502194,1.113875489,1.079875839,1.079875839,1.884056276
-0.006938492,0.000994084,-0.706138123,0.563258405,-0.166710583,0.150234816,1.012618616,0.698361601,-0.000706049,0.511336478,0.066520555,1.11719031,1.551569185,0.625623912,0.985633195,0.840509254,0.840509254,2.201963555
1.409080243,0.711054104,1.410794393,0.855229988,-0.860326488,0.655792243,0.494311982,0.444265348,-0.706754726,-0.171766158,1.356731394,-0.872793754,-0.323732082,1.312452869,0.799413598,0.422044866,0.422044866,2.902760782
0.701070876,-1.419125955,-0.706138123,-0.436314897,-0.166710583,-0.523841754,0.119979413,1.364071035,0.705342629,0.425948649,1.492543061,0.07635416,0.645995594,-0.833887622,0.985523676,0.840464839,0.840464839,2.20218585
1.409080243,1.421114123,0.705150221,-0.180410392,1.220521228,0.824311385,-1.63650418,1.665157554,-0.706754726,1.621378261,-0.816255283,-1.226288094,-1.007644617,1.484160108,0.842952745,0.838640424,0.838640424,1.215530268
-0.006938492,0.711054104,-0.706138123,-0.255979508,-0.860326488,0.571532672,-1.521324928,-0.820457424,-0.000706049,-1.025644453,1.017202226,-1.124801861,-1.850307055,0.024648574,0.79974936,0.422621398,0.422621398,2.90540371
-0.006938492,-0.709065936,-0.000493951,2.229213909,0.18009737,1.245609242,1.674899027,-1.694156488,1.411391306,-0.598705305,-1.563219453,-0.008582326,0.41685561,-0.061205045,1.158658758,1.075834143,1.075834143,2.251339626
0.701070876,-0.709065936,-0.706138123,-0.489556774,1.567329181,-0.692360897,0.580696421,1.658473565,1.411391306,-0.769480964,-0.137196946,1.54420767,0.559676645,-0.576326763,0.88335488,0.867331967,0.867331967,1.209190252
1.409080243,0.711054104,-0.000493951,0.906754385,-0.860326488,0.4872731,0.95502899,-0.02627503,1.411391306,1.365214773,-0.340914447,-0.777994234,0.922679648,0.196355813,0.799697642,0.422540127,0.422540127,2.905087327
0.701070876,-1.419125955,-0.706138123,-0.254262028,-0.166710583,-0.692360897,1.617309689,0.147227434,-0.706754726,0.596724308,-1.427407786,0.37291598,-1.506339554,0.110502194,0.985583438,0.840488839,0.840488839,2.202067109
-0.006938492,0.000994084,1.410794393,0.597608003,-0.166710583,0.655792243,0.004800161,0.621046734,-0.706754726,0.084397331,-0.273008614,-0.229208586,2.113346538,-0.662180383,0.985531535,0.840467942,0.840467942,2.202170783
1.409080243,0.000994084,0.705150221,-0.003509962,-0.860326488,0.992830528,-1.492530403,-0.309651618,-1.412803404,0.25517299,-1.563219453,1.125343036,-0.740982523,1.398306488,0.799395332,0.422008942,0.422008942,2.902561871
-0.006938492,-1.419125955,0.705150221,-1.532067074,-0.860326488,-1.703475752,-1.06060792,1.640303569,1.411391306,1.109051284,0.609767224,-1.100154137,-0.985054608,0.539770292,0.799600364,0.422381313,0.422381313,2.904420775
0.701070876,1.421114123,0.705150221,-1.061477581,-1.553942394,-1.282177896,0.95502899,1.412737924,-0.000706049,-1.4525836,-0.95206695,0.031165178,-0.446081975,0.539770292,0.993103828,-0.142909157,-0.142909157,5.033373524
-0.714947859,0.711054104,1.410794393,-0.345288462,-0.166710583,0.234494387,-1.290966424,-1.68950516,-0.706754726,1.023663455,-1.359501952,0.555630398,-0.045885042,0.453916672,0.985615257,0.840501867,0.840501867,2.202001213
-0.006938492,1.421114123,-0.706138123,1.044152777,1.567329181,1.498387955,-0.427122322,1.537150509,-1.412803404,1.365214773,-0.408820281,1.108452329,-0.085957927,1.398306488,0.883756011,0.867604573,0.867604573,1.209344949
0.701070876,1.421114123,0.705150221,0.443034812,-0.166710583,-0.102543898,1.473335624,-1.44381698,-0.000706049,0.340560819,1.424637228,1.555889393,0.563683106,-0.318765904,0.985551249,0.840475808,0.840475808,2.202132137
0.701070876,0.711054104,-0.706138123,0.614782802,-1.207134441,0.403013529,0.523106795,-1.57992338,-0.000706049,-1.281807941,-1.155784451,0.085000316,2.163033716,-1.177302101,0.912071716,0.2229321,0.2229321,4.913161348
-1.422957227,1.421114123,-0.706138123,1.301774762,-1.207134441,0.655792243,1.329361559,0.626561695,-0.706754726,-1.281807941,1.017202226,-1.506160398,0.382879033,0.282209433,0.911665785,0.221558378,0.221558378,4.917691628
-0.006938492,0.000994084,1.410794393,-1.46577235,0.873713275,-1.61921618,-0.513506473,-1.287323653,-0.706754726,0.596724308,1.28882556,-0.750393567,1.503256138,0.024648574,1.079972527,1.078306873,1.078306873,1.646069705
-0.714947859,-0.709065936,-0.706138123,-0.331548623,0.873713275,-0.608101326,0.868644551,-1.033419804,-1.412803404,-0.086378328,0.881390558,-1.072433961,1.307797946,-0.061205045,1.079970353,1.078297888,1.078297888,1.646091734
0.701070876,1.421114123,-0.706138123,0.357160817,0.873713275,0.403013529,-0.023994652,-0.779606686,-1.412803404,-1.025644453,-0.816255283,2.369105528,0.556720596,0.96903839,1.080000132,1.07842969,1.07842969,1.645750832
-0.714947859,0.711054104,-0.000493951,-0.21132503,0.18009737,-0.608101326,1.358156372,0.374336233,-0.000706049,-0.684093135,0.338143889,-0.622598161,1.275538131,-1.434862959,1.158507308,1.07570883,1.07570883,2.251376101
-0.714947859,0.711054104,-0.706138123,1.284599963,0.873713275,0.4872731,1.732488941,-0.775645559,-0.000706049,-0.000990499,1.628354729,0.752870887,-0.470607824,1.05489201,1.080003095,1.078443194,1.078443194,1.645715034
-0.006938492,-0.709065936,-0.706138123,-1.090674739,-1.207134441,-1.113658753,-0.686275351,0.587677604,0.705342629,1.279826943,-1.359501952,-0.195755943,0.397052793,-0.147058665,0.911784589,0.221979839,0.221979839,4.916466068
-1.422957227,0.711054104,-0.706138123,1.267425164,0.18009737,0.4872731,1.674899315,-0.707291881,-0.706754726,1.621378261,1.628354729,0.894619583,-1.081639983,-1.692423818,1.1585012,1.075703712,1.075703712,2.251377052
0.701070876,0.000994084,-1.411782294,0.202587626,1.567329181,1.245609242,-1.406145964,0.91309774,-1.412803404,-0.000990499,-1.223690285,-0.773135912,-0.160808464,1.655867347,0.883832339,0.867655897,0.867655897,1.20936973
1.409080243,-0.709065936,1.410794393,-0.273154307,-0.166710583,-0.102543898,-0.513506473,1.214437832,-1.412803404,1.621378261,0.134426388,-1.416066783,-0.239583434,-1.005594861,0.985517142,0.840462278,0.840462278,2.202198201
0.701070876,-0.709065936,-0.000493951,0.786530792,1.567329181,0.908570957,-0.052789465,0.105133275,-0.706754726,-0.171766158,-0.137196946,-1.436347584,1.358765572,0.539770292,0.883540615,0.867458853,0.867458853,1.209267662
-0.714947859,0.711054104,0.705150221,-0.671609643,0.18009737,-0.355322612,-1.175787172,1.681486599,1.411391306,-1.111032282,-1.69903112,0.490741062,-1.306760855,1.312452869,1.158985092,1.076104344,1.076104344,2.25117329
-0.006938492,1.421114123,-0.000493951,-0.881142191,-0.513518536,-0.945139611,-0.19676353,1.434103483,1.411391306,0.852887796,-0.273008614,-0.180582524,1.832069223,0.196355813,0.809829097,0.600345465,0.600345465,2.17110557
-1.422957227,0.711054104,-0.706138123,-0.365898221,-0.860326488,-0.692360897,1.127797868,-1.441403838,-1.412803404,-1.111032282,0.338143889,-0.199422348,0.821140819,-0.662180383,0.80169886,0.425181353,0.425181353,2.909544742
-1.422957227,1.421114123,-1.411782294,1.525047149,1.220521228,1.498387955,0.235158377,0.046672754,-0.706754726,1.109051284,0.134426388,1.429907746,-0.244251436,-1.520716579,0.842831074,0.83859083,0.83859083,1.215922621
-1.422957227,-0.709065936,-0.000493951,-0.396812859,0.526905323,-0.102543898,-0.859044229,0.612296676,0.705342629,1.621378261,-0.069291113,0.292431638,-0.6728086,-1.34900934,1.113841077,1.079813813,1.079813813,1.884351811
0.701070876,-0.709065936,1.410794393,-0.750613719,1.567329181,-0.439582183,-1.262171611,-1.190531223,-0.706754726,-0.000990499,1.153013893,0.197847551,-1.022166517,-0.748034002,0.883336382,0.867319265,0.867319265,1.20918195
-0.714947859,-0.709065936,-0.706138123,-0.89659951,1.220521228,-1.197918324,1.588514876,0.904158222,-0.706754726,-0.684093135,1.696260562,1.599752578,1.02787239,-1.091448481,0.842839046,0.838595597,0.838595597,1.215913765
-0.714947859,0.000994084,-1.411782294,-0.632107606,0.18009737,-0.945139611,1.271771933,-0.647780307,-0.706754726,0.084397331,-0.816255283,-0.813095158,0.542767648,-1.177302101,1.158520672,1.075720005,1.075720005,2.251373833
-0.006938492,0.000994084,-0.000493951,0.631957601,0.18009737,0.824311385,-0.19676353,-1.541957687,-1.412803404,1.109051284,-0.340914447,0.700973661,0.795959432,0.711477531,1.158824235,1.075970171,1.075970171,2.251273643
1.409080243,0.711054104,1.410794393,0.339986018,-1.207134441,0.065975244,0.695875673,-0.962358389,-1.412803404,0.425948649,1.28882556,0.840634569,-0.952278827,0.024648574,0.911735286,0.221807852,0.221807852,4.916990152
-0.006938492,-0.709065936,-0.706138123,-0.676762083,-1.207134441,-0.945139611,1.012618616,1.398548647,1.411391306,-0.598705305,0.338143889,-0.247496083,-1.636977521,0.368063053,0.911644001,0.221478079,0.221478079,4.917900189
-1.422957227,0.000994084,0.705150221,-1.532067074,-0.166710583,-1.703475752,1.099003055,-0.258245215,1.411391306,-1.281807941,-1.155784451,0.215860994,1.441433266,-1.692423818,0.985504254,0.840457425,0.840457425,2.202222479
-0.714947859,0.711054104,-1.411782294,1.593746345,0.18009737,1.329868813,0.580696133,1.241535611,0.705342629,-1.4525836,-1.019972784,-1.177597611,0.136782755,1.398306488,1.159011053,1.076126007,1.076126007,2.251157403
-0.006938492,-1.419125955,1.410794393,0.528908807,0.18009737,0.740051814,-0.254353156,-1.39634986,-0.000706049,-1.537971429,-0.408820281,-1.159551772,-0.934488565,-0.833887622,1.158549528,1.07574404,1.07574404,2.251368144
-1.422957227,1.421114123,-0.706138123,-1.097544659,-1.553942394,-1.282177896,0.580696421,-0.050353137,-1.412803404,0.25517299,-1.087878617,0.104107685,0.485898298,-1.520716579,0.99310116,-0.142702132,-0.142702132,5.03882971
-0.006938492,0.711054104,1.410794393,1.33612436,-1.207134441,0.740051814,1.214182307,1.58119238,1.411391306,1.023663455,-0.408820281,0.726824871,0.051717831,-1.26315572,0.912088573,0.22298627,0.22298627,4.912958848
-1.422957227,0.711054104,1.410794393,-0.723134041,-1.553942394,-0.692360897,-0.455916847,0.648084279,-1.412803404,0.682112137,-0.884161117,2.606171665,2.600142843,-1.434862959,0.99310114,-0.142705682,-0.142705682,5.038742211
-0.714947859,-0.709065936,-1.411782294,2.452486296,-0.860326488,1.498387955,1.530924962,-0.220975263,1.411391306,0.425948649,0.134426388,-0.674330395,0.659461254,-1.005594861,0.801799838,0.425326231,0.425326231,2.90995492
1.409080243,1.421114123,1.410794393,0.145910789,-0.860326488,-0.355322612,1.53092525,-0.221305928,1.411391306,-1.196420112,1.560448895,0.187276913,-0.740742326,0.110502194,0.799723273,0.422580644,0.422580644,2.905246998
-1.422957227,-1.419125955,-1.411782294,-1.265857689,-0.860326488,-1.282177896,-1.204581985,1.150748289,1.411391306,-0.342541817,-0.612537782,-0.084881452,0.593542662,-1.177302101,0.801841431,0.425385143,0.425385143,2.910115833
1.409080243,0.711054104,-1.411782294,0.070341674,0.526905323,0.403013529,-0.628685725,0.003640879,0.705342629,1.109051284,-1.495313619,-1.951409637,0.58117115,-0.833887622,1.113848752,1.079827443,1.079827443,1.884290996
-0.006938492,-0.709065936,-1.411782294,0.322811219,-1.553942394,0.403013529,-0.110379091,0.524753451,1.411391306,-1.196420112,-0.884161117,-0.44443524,-0.7039475,-0.404619524,0.993101238,-0.14280084,-0.14280084,5.036337099
0.701070876,1.421114123,-0.000493951,-1.130176777,0.18009737,-1.282177896,0.235158665,1.464626235,-1.412803404,1.535990432,0.134426388,-1.811869436,-1.933170696,1.05489201,1.158911746,1.076043166,1.076043166,2.251218752
0.701070876,1.421114123,-1.411782294,-1.320817046,-0.166710583,-1.534956609,1.588514876,1.02081548,-0.000706049,-0.769480964,0.473955557,0.845967649,-0.710773892,-0.404619524,0.985545819,0.840473631,0.840473631,2.202142888
0.701070876,1.421114123,-0.706138123,-0.489556774,-1.553942394,0.318753958,-1.722888619,1.301331462,1.411391306,1.535990432,1.220919727,-0.897383797,0.251406917,-1.091448481,0.993101045,-0.142728582,-0.142728582,5.038174579
-0.714947859,0.000994084,1.410794393,0.546083606,-1.553942394,1.245609242,-0.88783933,-0.743457401,-0.706754726,-1.196420112,-0.408820281,0.099284458,-0.879505243,0.453916672,0.99310345,-0.142899857,-0.142899857,5.033641851
-0.006938492,0.711054104,-0.706138123,1.387648757,0.873713275,1.16134967,0.523106507,-0.695521666,1.411391306,1.023663455,1.696260562,-0.550910713,-0.162016552,0.282209433,1.079979379,1.078336005,1.078336005,1.645996667
-0.714947859,-0.709065936,-0.000493951,-0.03614208,0.18009737,-0.186803469,0.37913273,-0.286200847,-1.412803404,1.023663455,-0.001385279,0.304471261,0.321394084,0.539770292,1.158784755,1.075937214,1.075937214,2.251298377
-0.006938492,-0.709065936,-0.000493951,-1.532067074,0.526905323,-1.703475752,1.617309689,0.54277525,-0.000706049,-0.000990499,-0.069291113,-0.607190772,-1.011975393,1.398306488,1.11393518,1.079985776,1.079985776,1.883470706
-0.006938492,0.711054104,-1.411782294,0.254112023,1.567329181,0.824311385,-0.859044229,-0.044240818,-0.706754726,-1.367195771,-1.087878617,0.492527789,-0.878561751,-0.318765904,0.883387787,0.867354535,0.867354535,1.209204755
-0.006938492,-1.419125955,-1.411782294,-1.015105624,0.18009737,-1.113658753,-0.110379091,-1.132329709,-1.412803404,-1.025644453,-0.748349449,0.744081888,-0.50877128,0.368063053,1.158745302,1.075904942,1.075904942,2.251312579
-0.714947859,0.000994084,1.410794393,1.130026772,-1.553942394,1.245609242,0.004799873,-1.321704856,0.705342629,-1.623359259,0.338143889,1.725015008,-1.620462993,1.655867347,0.993111447,-0.143017863,-0.143017863,5.029956493
1.409080243,0.000994084,1.410794393,-1.119871898,1.567329181,-1.029399182,-1.290966424,-0.239976317,1.411391306,0.425948649,1.153013893,-0.197475709,-1.158000647,1.05489201,0.883662608,0.867541558,0.867541558,1.209312912
-1.422957227,-1.419125955,-1.411782294,0.666307199,-0.166710583,1.414128384,-0.88783933,1.665919413,0.705342629,0.16978516,0.066520555,-2.158517295,0.274225333,1.570013727,0.985756039,0.840560259,0.840560259,2.201699521
1.409080243,1.421114123,-1.411782294,-0.544516131,1.220521228,-0.186803469,-1.118197546,0.941765001,0.705342629,-0.257153987,0.338143889,-0.848521621,0.033278772,-1.005594861,0.842841428,0.838597,0.838597,1.215910878
0.701070876,1.421114123,-0.706138123,0.975453581,0.18009737,1.582647527,-0.628686013,1.117670845,-0.706754726,-1.196420112,-0.680443616,1.364632389,-0.260065941,-0.061205045,1.158658758,1.075834143,1.075834143,2.251339626
-0.714947859,0.000994084,1.410794393,1.181551169,-1.553942394,1.414128384,-0.139174192,-1.199215888,1.411391306,-0.342541817,0.54186139,-1.083098935,0.800301111,0.88318477,0.99310564,-0.142944899,-0.142944899,5.032310642
1.409080243,-1.419125955,0.705150221,0.391510415,1.567329181,0.740051814,-0.513506473,1.37996802,1.411391306,0.084397331,1.696260562,0.967588511,1.67118853,-1.606570199,0.883286226,0.867284765,0.867284765,1.2091589
-0.006938492,-1.419125955,-1.411782294,-0.374485621,-0.513518536,-0.439582183,0.062389787,-1.254346531,-0.706754726,-1.025644453,-1.563219453,0.123448557,0.822335446,0.282209433,0.809811784,0.600323679,0.600323679,2.171015684
1.409080243,0.000994084,-1.411782294,1.748319536,0.873713275,0.992830528,1.41574571,-0.050340501,-1.412803404,-0.086378328,-0.069291113,1.447444542,-0.950384436,-1.26315572,1.079949866,1.078216312,1.078216312,1.646285342
-0.714947859,0.000994084,-1.411782294,-1.119871898,1.567329181,-1.366437467,1.444540811,-0.545373183,0.705342629,1.109051284,-1.291596118,-1.979527744,0.925020036,-0.232912285,0.883400114,0.867362979,0.867362979,1.209210099
-1.422957227,-0.709065936,-0.706138123,-1.532067074,-0.166710583,-1.703475752,1.53092525,-0.848095199,-0.000706049,0.16978516,-1.155784451,-0.201081306,-0.274773651,-1.692423818,0.985504254,0.840457425,0.840457425,2.202222479
